"<b/>","-33.446814734933","-70.6138811471606","0.0","MANUEL MONTT-SANTA ISABEL;PROVIDENCIA"
"<b/>","-33.4464334170251","-70.611302919628","0.0","ANTONIO VARAS-DIAGONAL ORIENTE;PROVIDENCIA"
"<b/>","-33.4454090176187","-70.6061519248116","0.0","PEDRO DE VALDIVIA-DIAGONAL ORIENTE;PROVIDENCIA"
"<b/>","-33.4451616264025","-70.604362708812","0.0","VILLASECA-P.L.FERRER;PROVIDENCIA"
"<b/>","-33.4450372677947","-70.6028837492815","0.0","DIAGONAL ORIENTE-RICARDO LYON;PROVIDENCIA"
"<b/>","-33.4448343410815","-70.6010905250302","0.0","SUECIA-P.L.FERRER - DIAGONAL ORIENTE;PROVIDENCIA"
"<b/>","-33.444389533728","-70.5992050907297","0.0","LOS LEONES-P.L.FERRER;PROVIDENCIA"
"<b/>","-33.4452220517262","-70.5972356149457","0.0","HOLANDA-JAIME GUZMAN;PROVIDENCIA"
"<b/>","-33.4459716943179","-70.596097648857","0.0","CHILE ESPAÑA-JAIME GUZMAN;PROVIDENCIA"
"<b/>","-33.446858611252","-70.59445269241","0.0","REGINA PACIS-JAIME GUZMAN;PROVIDENCIA"
"<b/>","-33.4477458416149","-70.5927957088139","0.0","E.PARADA-DIAGONAL ORIENTE;PROVIDENCIA"
"<b/>","-33.4414044680453","-70.6324333856495","0.0","RAMON CARNICER-RANCAGUA;PROVIDENCIA"
"<b/>","-33.4411663057151","-70.6313428038372","0.0","BUSTAMANTE-RANCAGUA;PROVIDENCIA"
"<b/>","-33.4408549403011","-70.6299201934694","0.0","SEMINARIO-RANCAGUA;PROVIDENCIA"
"<b/>","-33.442499176123","-70.6295613157386","0.0","SEMINARIO-BILBAO;PROVIDENCIA"
"<b/>","-33.4427195124873","-70.6309799899076","0.0","BUSTAMANTE-BILBAO;PROVIDENCIA"
"<b/>","-33.4427706166505","-70.6320996821896","0.0","RAMON CARNICER-BILBAO-CURICO;PROVIDENCIA"
"<b/>","-33.442832166176","-70.6320818698307","0.0","RAMON CARNICER-PEATONAL FRENTE ACHS;PROVIDENCIA"
"<b/>","-33.4440503143228","-70.6266761757415","0.0","CONDELL-MARIN;PROVIDENCIA"
"<b/>","-33.4445657288893","-70.6291137185728","0.0","SEMINARIO-MARIN;PROVIDENCIA"
"<b/>","-33.4450579230639","-70.6309817901755","0.0","BUSTAMANTE (ORIENTE)-MARIN;PROVIDENCIA"
"<b/>","-33.4471064647285","-70.6304090910289","0.0","BUSTAMANTE-SANTA ISABEL;PROVIDENCIA"
"<b/>","-33.4468781260364","-70.6285555899105","0.0","SEMINARIO-SANTA ISABEL;PROVIDENCIA"
"<b/>","-33.4461899775951","-70.6251222739881","0.0","ITALIA-SANTA ISABEL;PROVIDENCIA"
