"NOMBRE","SUBCATEGORIA","Direccion","Latitud","Longitud","TIPO","AÑO CONSTRUCCIÓN","SENTIDO","CAPACIDAD"
"Seguridad Vecinal","BICICLETEROS","Alferez Real 966","-33.4391578","-70.6208366","SEDES MUNICIPALES","","","10"
"Spa Club Providencia","BICICLETEROS","Jorge Matte Gormaz 1650","-33.4314781","-70.59278670000001","SEDES MUNICIPALES","","","20"
"All Is Pussy Bikes","TALLERES Y TIENDAS DE BICICLETA","SANTA ISABEL  0151","-33.4471461","-70.6295736","Taller y tienda","","",""
"Bc-help","TALLERES Y TIENDAS DE BICICLETA","HOLANDA  079, LOCAL 211","-33.4188778","-70.6043538","Taller y tienda","","",""
"BeCykel","TALLERES Y TIENDAS DE BICICLETA","ITALIA  1194, LOCAL 5","-33.4456049","-70.6252186","Tienda","","",""
"Bicicletas Beltrán","TALLERES Y TIENDAS DE BICICLETA","LUIS BELTRAN  1563","-33.446986","-70.6201052","Taller","","",""
"Bicicletas Holanda","TALLERES Y TIENDAS DE BICICLETA","HOLANDA  29","-33.4197002","-70.6041949","Taller y tienda","","",""
"Bicicletas Infante","TALLERES Y TIENDAS DE BICICLETA","JOSE MANUEL INFANTE  1462","-33.4443845","-70.61964449999999","Taller","","",""
"Bicicletas Lopez","TALLERES Y TIENDAS DE BICICLETA","CERRITO  271","-33.4311391","-70.63562089999999","Taller","","",""
"Biciviva","TALLERES Y TIENDAS DE BICICLETA","NUEVA LOS LEONES  0156, LOCAL 3","-33.4187561","-70.6074423","Taller y tienda","","",""
"Bike Universe","TALLERES Y TIENDAS DE BICICLETA","TOBALABA  4073, LOCAL 102","-33.4330318","-70.58375769999999","Taller y tienda","","",""
"Cicles Villa","TALLERES Y TIENDAS DE BICICLETA","RANCAGUA  0188","-33.4409008","-70.63007","Taller y tienda","","",""
"Citycleta","TALLERES Y TIENDAS DE BICICLETA","SANTA MAGDALENA  41, LOCAL 5","-33.4208718","-70.6094286","Tienda","","",""
"Create Bikes","TALLERES Y TIENDAS DE BICICLETA","PROVIDENCIA  2358","-33.420228","-70.6069311","Tienda","","",""
"Custom Bikes","TALLERES Y TIENDAS DE BICICLETA","PROVIDENCIA 1100, LOCAL 61","-33.4299353","-70.6221939","Tienda","","",""
"Envy Bike","TALLERES Y TIENDAS DE BICICLETA","CONDELL  996","-33.443997","-70.6266601","Taller y tienda","","",""
"Full Pedal","TALLERES Y TIENDAS DE BICICLETA","SANTA ISABEL  0326, LOCAL A","-33.4465296","-70.6265504","Taller y tienda","","",""
"Live Bike","TALLERES Y TIENDAS DE BICICLETA","PROVIDENCIA  2594 , LOCAL Z-7","-33.4185029","-70.6031809","Taller y tienda","","",""
"Lobo Bike","TALLERES Y TIENDAS DE BICICLETA","DIAGONAL RANCAGUA  980","-33.4398082","-70.6200774","Tienda","","",""
"Mecanicleta","TALLERES Y TIENDAS DE BICICLETA","EL AGUILUCHO  3548","-33.4427141","-70.5943091","Taller y tienda","","",""
"mi bicio","TALLERES Y TIENDAS DE BICICLETA","ITALIA  963","-33.4435494","-70.6258484","Tienda","","",""
"Nacion Pedal","TALLERES Y TIENDAS DE BICICLETA","METRO MANUEL MONTT, LOCAL 22","-33.4289051","-70.619209","Taller y tienda","","",""
"Neocycles","TALLERES Y TIENDAS DE BICICLETA","BELLAVISTA  0894, LOCAL 3","-33.428609","-70.6253734","Taller y tienda","","",""
"Niubike","TALLERES Y TIENDAS DE BICICLETA","HOLANDA 2808","-33.4443357","-70.5974518","Taller y tienda","","",""
"Oxford Providencia","TALLERES Y TIENDAS DE BICICLETA","MANUEL MONTT  933","-33.4368064","-70.6161315","Tienda","","",""
"Profugos Bike","TALLERES Y TIENDAS DE BICICLETA","SANTA ISABEL  0301, LOCAL A","-33.4468525","-70.6271953","Taller y tienda","","",""
"República MTB","TALLERES Y TIENDAS DE BICICLETA","FRANCISCO BILBAO  1485","-33.4392535","-70.6140004","Taller y tienda","","",""
"Roda","TALLERES Y TIENDAS DE BICICLETA","ITALIA  1439, LOCAL 6","-33.4477519","-70.6248011","Tienda","","",""
"RTH Bicycles","TALLERES Y TIENDAS DE BICICLETA","MONSEÑOR MÜLLER  18","-33.436914","-70.6292945","Taller y tienda","","",""
"Servicio Express","TALLERES Y TIENDAS DE BICICLETA","PROVIDENCIA  2594, LOCAL Z-2","-33.4185029","-70.6031809","Taller","","",""
"Taller Antonio Bellet","TALLERES Y TIENDAS DE BICICLETA","ANTONIO BELLET  29","-33.4267892","-70.6166667","Taller","","",""
"Taller De Bicicletas Castro","TALLERES Y TIENDAS DE BICICLETA","DR. PEDRO LAUTARO FERRER  2810","-33.4448881","-70.6020941","Taller","","",""
"Traffik","TALLERES Y TIENDAS DE BICICLETA","DIEGO DE ALMAGRO  2815","-33.4379286","-70.5912562","Taller y tienda","","",""
"Urbanluz","TALLERES Y TIENDAS DE BICICLETA","FRANCISCO BILBAO  752","-33.4405628","-70.6228175","Taller y tienda","","",""
"Puyehue I","CICLOVÍAS","Antonio Varas a Manuel Montt","","","Vereda","2003","Bidireccional",""
"Regimiento Cazadores - Francisco Bilbao","CICLOVÍAS","Conexión entre ciclovias","","","Parque","2003","Bidireccional",""
"Puyehue II","CICLOVÍAS","Manuel Montt a Miguel Claro","","","Vereda","2004","Bidireccional",""
"Antonio Varas","CICLOVÍAS","Providencia a Diagonal Oriente","","","Vereda","2005","Bidireccional",""
"Parque Santa Maria","CICLOVÍAS","Puente Padre Letelier a Puente La Concepcion","","","Parque","2005","Bidireccional",""
"Parque Bustamante","CICLOVÍAS","Providencia a Santa Isabel","","","Parque","2007","Bidireccional",""
"Marin","CICLOVÍAS","Bustamante a Salvador","","","Vereda","2007 - 2008","Bidireccional",""
"Elena Blanco","CICLOVÍAS","José Manuel Infante a Miguel Claro","","","Vereda","2008","Bidireccional",""
"Pedro Leon Gallo","CICLOVÍAS","Salvador a José Manuel Infante","","","Vereda","2008","Bidireccional",""
"Providencia","CICLOVÍAS","Nueva Providencia con Antonio Varas a Plaza Felipe Dawes","","","Vereda","2009","Bidireccional",""
"Nueva Tobalaba","CICLOVÍAS","Vitacura a Andres Bello, por borde canal San Carlos","","","Parque","2011","Bidireccional",""
"Pocuro etapa IV","CICLOVÍAS","Regimiento Cazadores a Antonio Varas","","","Vereda","2011","Bidireccional",""
"General Calderón I","CICLOVÍAS","Andres Bello a Dr. Carlos Charlin","","","Calzada","2014","Bidireccional",""
"Ricardo Lyon","CICLOVÍAS","Pedro Lautaro Ferrer a Lota / Diego de Velasquez","","","Calzada","2014","Bidireccional",""
"Sendero Rústico","CICLOVÍAS","Pio Nono a Pedro de Valdivia Norte","","","Parque","2014","Bidireccional",""
"Mapocho 42k T1","CICLOVÍAS","Pío Nono a Puente del Arzobispo (incluído)","","","42k","2015","Bidireccional",""
"Miguel Claro","CICLOVÍAS","Providencia a Rengo","","","Calzada","2015","Bidireccional",""
"Mapocho 42k T2","CICLOVÍAS","Puente del Arzobispo a Huelén","","","42k","2015","Bidireccional",""
"Marín (conector)","CICLOVÍAS","Vicuña Mackenna a General Bustamante","","","Calzada","2015","O-P",""
"General Calderón II","CICLOVÍAS","Dr. Carlos Charlin a Perez Valenzuela","","","Calzada","2016","Bidireccional",""
"Perez Valenzuela","CICLOVÍAS","General Calderón a General Flores","","","Calzada","2016","Bidireccional",""
"General Flores","CICLOVÍAS","Perez Valenzuela a Cirujano Guzmán","","","Calzada","2016","N-S",""
"Cirujano Guzmán","CICLOVÍAS","General Flores a Providencia","","","Calzada","2016","N-S",""
"Parque Uruguay","CICLOVÍAS","Puente Los Leones a Huelén","","","42k","2016","Bidireccional",""
"Parque Balmaceda","CICLOVÍAS","Eliodoro Yañez a Vicuña Mackenna","","","Parque","-","Bidireccional",""
"Pocuro etapas I,II,III","CICLOVÍAS","Tobalaba a Regimiento Cazadores","","","Parque","1998-2000","Bidireccional",""
"Almirante Zegers","ZONAS 30","General Salvo - J. M. Infante","","","","","P-O",""
"Antonia Lopez de Bello","ZONAS 30","Pio Nono - Melchor Concha","","","","","P-O",""
"Arturo Claro","ZONAS 30","Manuel Montt - Antonio Varas","","","","","P-O",""
"Arzobispo Vicuña","ZONAS 30","Rodolfo Vergara - Obispo H. Salas","","","","","N-S",""
"Barcelona","ZONAS 30","Guardia Vieja - Pedro de Valdivia","","","","","P-O/O-P",""
"Bustos 1","ZONAS 30","Marchant Pereira  - Pedro de Valdivia","","","","","P-O/O-P",""
"Bustos 2","ZONAS 30","Pedro de Valdivia - El Bosque","","","","","P-O",""
"California 1","ZONAS 30","Pedro de Valdivia - Andacollo","","","","","P-O",""
"California 2","ZONAS 30","Andacollo - Ricardo Lyon","","","","","P-O/O-P",""
"California 3","ZONAS 30","Ricardo Lyon - Suecia","","","","","O-P",""
"Carmen Sylva","ZONAS 30","Suecia - Tobalaba","","","","","O-P",""
"Clemente Fabres","ZONAS 30","Julio Prado - Manuel Montt","","","","","P-O",""
"Clovis Montero","ZONAS 30","Arzobispo Vicuña - Obispo Donoso","","","","","O-P",""
"Coyancura","ZONAS 30","Las Bellotas - Ricardo Lyon","","","","","O-P",""
"Dardignac","ZONAS 30","Pío Nono - Mallinkrodt","","","","","O-P",""
"El Cacique","ZONAS 30","Los Navegantes - Los Conquistadores","","","","","N-S/S-N",""
"El Comendador 1","ZONAS 30","Mons. Carlos Casanueva - Pedro de Valdivia","","","","","P-O",""
"El Comendador 2","ZONAS 30","Pedro de Valdivia - El Cacique","","","","","P-O/O-P",""
"El Comendador 3","ZONAS 30","Padre Letelier - El Cerro","","","","","P-O/O-P",""
"El Mayorazgo","ZONAS 30","Mons. Carlos Casanueva - Los Misioneros","","","","","P-O/O-P",""
"El Rey","ZONAS 30","El Cerro - Los Misioneros","","","","","N-S/S-N",""
"El Vergel 1","ZONAS 30","Ricardo Lyon - Amapolas","","","","","P-O",""
"El Vergel 2","ZONAS 30","Amapolas - Tobalaba","","","","","P-O/O-P",""
"Europa 1","ZONAS 30","Guardia Vieja - Pedro de Valdivia","","","","","O-P",""
"Europa 2","ZONAS 30","Guardia Vieja - Ricardo Lyon","","","","","P-O",""
"Fidel Oteiza","ZONAS 30","Carlos Antunez - Pedro de Valdivia","","","","","O-P",""
"General Bari","ZONAS 30","General Salvo - J. M. Infante","","","","","N-S",""
"General del Canto","ZONAS 30","Nueva Providencia - Eliodoro Yañez","","","","","N-S",""
"General Parra","ZONAS 30","General Salvo - J. M. Infante","","","","","O-P",""
"General Salvo","ZONAS 30","Providencia - General Bari","","","","","S-N",""
"Granaderos","ZONAS 30","Manuel Barros Borgoño - Manuel Montt","","","","","P-O",""
"Guardia Vieja","ZONAS 30","Nueva Providencia - Europa","","","","","N-S",""
"Julio Prado","ZONAS 30","Santa Isabel - Rancagua","","","","","S-N",""
"Lo Contador","ZONAS 30","Mons. Carlos Casanueva - Mons. Carlos Casanueva","","","","","O-P",""
"Los Colonos","ZONAS 30","Lo Contador Norte - Lo contador Sur","","","","","N-S",""
"Los Jesuitas","ZONAS 30","Girardi - J. M. Infante","","","","","O-P",""
"Los Misioneros","ZONAS 30","Mons. Carlos Casanueva - El Cerro","","","","","P-O/O-P",""
"Los Navegantes 1","ZONAS 30","Mons. Carlos Casanueva - Pedro de Valdivia","","","","","O-P",""
"Los Navegantes 2","ZONAS 30","Pedro de Valdivia - El Cerro","","","","","P-O/O-P",""
"Los Pensamientos","ZONAS 30","El Vergel - Francisco Bilbao","","","","","N-S",""
"Manuel Antonio Maira","ZONAS 30","J. M. Infante - Manuel Montt","","","","","O-P",""
"Manuel Barros Borgoño","ZONAS 30","Nueva Providencia - Manuel Montt","","","","","N-S/S-N",""
"Maria Luisa Santander","ZONAS 30","Bustamante - Seminario","","","","","O-P",""
"Monitor Araucano","ZONAS 30","Antonia Lopez de Bello - Montecarmelo","","","","","P-O/O-P",""
"Monseñor Miller","ZONAS 30","Obispo Perez de E. - M.L.Santander","","","","","N-S",""
"Nestor Aracena","ZONAS 30","Salvador - Julio Prado","","","","","P-O",""
"Nueva Dardignac","ZONAS 30","Mallinkrodt - Capellan Abarzua","","","","","P-O/O-P",""
"Obispo Donoso","ZONAS 30","Providencia - Clovis Montero","","","","","S-N",""
"Obispo H. Salas","ZONAS 30","Seminario - Condell","","","","","P-O",""
"Obispo Perez de Espinoza 1","ZONAS 30","Providencia - Rodolfo Vergara","","","","","N-S",""
"Obispo Perez de Espinoza 2","ZONAS 30","Obispo Perez de Espinoza - Obispo Donoso","","","","","P-O",""
"Padre Letelier","ZONAS 30","Los Misioneros - Los Conquistadores","","","","","N-S/S-N",""
"Roberto del Rio 1","ZONAS 30","Las Hortensias - Eliodoro Yañez","","","","","N-S/S-N",""
"Roberto del Rio 2","ZONAS 30","Eliodoro Yañez - Pocuro","","","","","S-N",""
"Roberto del Rio 3","ZONAS 30","Pocuro - Francisco Bilbao","","","","","N-S/S-N",""
"Roberto del Rio 4","ZONAS 30","Francisco Bilbao - Bustos","","","","","N-S",""
"Rodolfo Vergara Antunez","ZONAS 30","Seminario - Monseñor Miller","","","","","P-O",""
"Roman Diaz 1","ZONAS 30","Cano y Aponte - Providencia","","","","","N-S",""
"Roman Diaz 2","ZONAS 30","Francisco Bilbao - Cano y Aponte","","","","","S-N",""
"Roman Diaz 3","ZONAS 30","Manuel Antonio Maira - Francisco Bilbao","","","","","N-S",""
"Ruperto Correa","ZONAS 30","Diego de Almagro - San Juan de Luz","","","","","P-O/O-P",""
"Santa Victoria 1","ZONAS 30","Bustamante - Seminario","","","","","P-O/O-P",""
"Santa Victoria 2","ZONAS 30","Seminario - Condell","","","","","O-P",""
