"NOMBRE","SUBCATEGORIA","Direccion","Latitud","Longitud","TIPO","AÑO CONSTRUCCIÓN","SENTIDO","CAPACIDAD"
"REGIMIENTO CAZADORES / BILBAO SUR","SEMÁFOROS","","-33.43849","-70.610542","","","",""
"PEDRO DE VALDIVIA / POCURO","SEMÁFOROS","","-33.436222","-70.608037","","","",""
"RICARDO LYON / POCURO","SEMÁFOROS","","-33.435349","-70.60472","","","",""
"SUECIA / POCURO","SEMÁFOROS","","-33.434951","-70.603109","","","",""
"LOS LEONES / POCURO","SEMÁFOROS","","-33.434566","-70.601505","","","",""
"HOLANDA / POCURO","SEMÁFOROS","","-33.434024","-70.599513","","","",""
"LUIS THAYER OJEDA / POCURO","SEMÁFOROS","","-33.433526","-70.597573","","","",""
"HERNANDO DE AGUIRRE / POCURO","SEMÁFOROS","","-33.433197","-70.596284","","","",""
"POCURO / PRESIDENTE ALFARO","SEMÁFOROS","","-33.432827","-70.595113","","","",""
"POCURO / AUGUSTO OVALLE","SEMÁFOROS","","-33.432479","-70.593781","","","",""
"AMAPOLAS / POCURO","SEMÁFOROS","","-33.431624","-70.590145","","","",""
"TOBALABA / POCURO","SEMÁFOROS","","-33.430064","-70.586608","","","",""
"TOBALABA / BILBAO","SEMÁFOROS","","-33.431779","-70.584765","","","",""
"JORGE MATTE / DIEGO DE ALMAGRO","SEMÁFOROS","","-33.437292","-70.590527","","","",""
"AMAPOLAS / BILBAO","SEMÁFOROS","","-33.435105","-70.588678","","","",""
"AMAPOLAS / DIEGO DE ALMAGRO","SEMÁFOROS","","-33.435513","-70.5882","","","",""
"JORGE MATTE / BILBAO","SEMÁFOROS","","-33.435534","-70.59165","","","",""
"EL BOSQUE / BILBAO","SEMÁFOROS","","-33.435786","-70.593192","","","",""
"HERNANDO DE AGUIRRE / BILBAO","SEMÁFOROS","","-33.436025","-70.595352","","","",""
"LUIS THAYER OJEDA / BILBAO","SEMÁFOROS","","-33.436209","-70.596718","","","",""
"HOLANDA / BILBAO","SEMÁFOROS","","-33.436491","-70.598791","","","",""
"LOS LEONES / BILBAO","SEMÁFOROS","","-33.436955","-70.600862","","","",""
"SUECIA / BILBAO","SEMÁFOROS","","-33.437302","-70.602315","","","",""
"RICARDO LYON / BILBAO","SEMÁFOROS","","-33.437667","-70.603836","","","",""
"PEDRO DE VALDIVIA / BILBAO","SEMÁFOROS","","-33.438388","-70.607393","","","",""
"FRANCISCO BILBAO / ANDACOLLO","SEMÁFOROS","","-33.438071","-70.605967","","","",""
"ANTONIO VARAS / BILBAO","SEMÁFOROS","","-33.439048","-70.613758","","","",""
"MANUEL MONTT / BILBAO","SEMÁFOROS","","-33.439403","-70.615522","","","",""
"MANUEL MONTT / CARLOS WILSON","SEMÁFOROS","","-33.442645","-70.614809","","","",""
"MIGUEL CLARO / BILBAO","SEMÁFOROS","","-33.439768","-70.618306","","","",""
"ROMAN DIAZ / BILBAO","SEMÁFOROS","","-33.439989","-70.619746","","","",""
"JOSE MANUEL INFANTE / BILBAO","SEMÁFOROS","","-33.440245","-70.621159","","","",""
"JULIO PRADO / BILBAO","SEMÁFOROS","","-33.440577","-70.622617","","","",""
"SALVADOR / BILBAO","SEMÁFOROS","","-33.441142","-70.624263","","","",""
"ITALIA / BILBAO","SEMÁFOROS","","-33.441803","-70.626401","","","",""
"CONDELL / BILBAO","SEMÁFOROS","","-33.442","-70.627263","","","",""
"MANUEL MONTT / PUYEHUE","SEMÁFOROS","","-33.440592","-70.615268","","","",""
"PEDRO DE VALDIVIA / ENRIQUE DEL PIANO","SEMÁFOROS","","-33.439402","-70.60716","","","",""
"PEDRO DE VALDIVIA / BUSTOS","SEMÁFOROS","","-33.440312","-70.6070277","","","",""
"RICARDO LYON / BUSTOS","SEMÁFOROS","","-33.4397001","-70.6031224","","","",""
"LOS LEONES / BUSTOS","SEMÁFOROS","","-33.439253","-70.600227","","","",""
"TOBALABA / ELIECER PARADA","SEMÁFOROS","","-33.433964","-70.582369","","","",""
"SALVADOR / LOS JESUITAS","SEMÁFOROS","","-33.444628","-70.62322","","","",""
"SALVADOR / MARIN","SEMÁFOROS","","-33.44355","-70.623569","","","",""
"RICARDO LYON / D.DE ALMAGRO","SEMÁFOROS","","-33.443141","-70.603141","","","",""
"SUECIA / D.DE ALMAGRO","SEMÁFOROS","","-33.442784","-70.60137","","","",""
"LOS LEONES / DIEGO DE ALMAGRO","SEMÁFOROS","","-33.441553","-70.599611","","","",""
"HOLANDA / D.DE ALMAGRO","SEMÁFOROS","","-33.441302","-70.597783","","","",""
"L. T. OJEDA - RENATO ZANELLI / DIEGO DE ALMAGRO","SEMÁFOROS","","-33.440297","-70.594438","","","",""
"HERNANDO DE AGUIRRE / D.DE ALMAGRO","SEMÁFOROS","","-33.439346","-70.593201","","","",""
"DIEGO DE ALMAGRO / E.PARADA","SEMÁFOROS","","-33.435658","-70.583842","","","",""
"AMAPOLAS / E.PARADA","SEMÁFOROS","","-33.437353","-70.585361","","","",""
"HERNANDO DE AGUIRRE / E.PARADA","SEMÁFOROS","","-33.441613","-70.588597","","","",""
"ECHEÑIQUE / E.PARADA","SEMÁFOROS","","-33.444252","-70.59029","","","",""
"HOLANDA / EL AGUILUCHO","SEMÁFOROS","","-33.443017","-70.597535","","","",""
"LOS LEONES / EL AGUILUCHO","SEMÁFOROS","","-33.443222","-70.599374","","","",""
"SALVADOR / SANTA ISABEL","SEMÁFOROS","","-33.445732","-70.622902","","","",""
"JOSE MANUEL INFANTE / SANTA ISABEL","SEMÁFOROS","","-33.444998","-70.619466","","","",""
"MIGUEL CLARO / SANTA ISABEL","SEMÁFOROS","","-33.445624","-70.616978","","","",""
"MANUEL MONTT / SANTA ISABEL","SEMÁFOROS","","-33.446815","-70.613881","","","",""
"ANTONIO VARAS / DIAGONAL ORIENTE","SEMÁFOROS","","-33.446433","-70.611303","","","",""
"PEDRO DE VALDIVIA / DIAGONAL ORIENTE","SEMÁFOROS","","-33.445409","-70.606152","","","",""
"VILLASECA / P.L.FERRER","SEMÁFOROS","","-33.445162","-70.604363","","","",""
"DIAGONAL ORIENTE / RICARDO LYON","SEMÁFOROS","","-33.445037","-70.602884","","","",""
"SUECIA / P.L.FERRER - DIAGONAL ORIENTE","SEMÁFOROS","","-33.444834","-70.601091","","","",""
"LOS LEONES / P.L.FERRER","SEMÁFOROS","","-33.44439","-70.599205","","","",""
"HOLANDA / JAIME GUZMAN","SEMÁFOROS","","-33.445222","-70.597236","","","",""
"CHILE ESPAÑA / JAIME GUZMAN","SEMÁFOROS","","-33.445972","-70.596098","","","",""
"REGINA PACIS / JAIME GUZMAN","SEMÁFOROS","","-33.446859","-70.594453","","","",""
"E.PARADA / DIAGONAL ORIENTE","SEMÁFOROS","","-33.447746","-70.592796","","","",""
"RAMON CARNICER / RANCAGUA","SEMÁFOROS","","-33.441404","-70.632433","","","",""
"BUSTAMANTE / RANCAGUA","SEMÁFOROS","","-33.441166","-70.631343","","","",""
"SEMINARIO / RANCAGUA","SEMÁFOROS","","-33.440855","-70.62992","","","",""
"SEMINARIO / BILBAO","SEMÁFOROS","","-33.442499","-70.629561","","","",""
"BUSTAMANTE / BILBAO","SEMÁFOROS","","-33.44272","-70.63098","","","",""
"RAMON CARNICER / BILBAO-CURICO","SEMÁFOROS","","-33.442771","-70.6321","","","",""
"RAMON CARNICER / PEATONAL FRENTE ACHS","SEMÁFOROS","","-33.442832","-70.632082","","","",""
"CONDELL / MARIN","SEMÁFOROS","","-33.44405","-70.626676","","","",""
"SEMINARIO / MARIN","SEMÁFOROS","","-33.444566","-70.629114","","","",""
"BUSTAMANTE (ORIENTE) / MARIN","SEMÁFOROS","","-33.445058","-70.630982","","","",""
"BUSTAMANTE / SANTA ISABEL","SEMÁFOROS","","-33.447106","-70.630409","","","",""
"SEMINARIO / SANTA ISABEL","SEMÁFOROS","","-33.446878","-70.628556","","","",""
"ITALIA / SANTA ISABEL","SEMÁFOROS","","-33.44619","-70.625122","","","",""
"PIO NONO / ANTONIA LOPEZ DE BELLO","SEMÁFOROS","","-33.432146","-70.635993","","","",""
"PIO NONO / DARDIGNAC","SEMÁFOROS","","-33.433357","-70.635844","","","",""
"PIO NONO / BELLAVISTA","SEMÁFOROS","","-33.434808","-70.635515","","","",""
"PIO NONO / SANTA MARIA","SEMÁFOROS","","-33.435684","-70.635369","","","",""
"PIO NONO / JOSE MARIA CARO","SEMÁFOROS","","-33.436399","-70.635372","","","",""
"VICUÑA MACKENNA / ALAMEDA BERNARDO O'HIGGINS","SEMÁFOROS","","-33.437175","-70.635194","","","",""
"PIO NONO / MERCED (PEATONAL)","SEMÁFOROS","","-33.436803","-70.635304","","","",""
"VICUÑA MACKENNA / MARCOLETA","SEMÁFOROS","","-33.43836","-70.634914","","","",""
"VICUÑA MACKENNA / RANCAGUA-DIAG.PARAGUAY","SEMÁFOROS","","-33.441854","-70.633882","","","",""
"VICUÑA MACKENNA / CURICO","SEMÁFOROS","","-33.443285","-70.633465","","","",""
"VICUÑA MACKENNA / MARIN","SEMÁFOROS","","-33.445397","-70.632844","","","",""
"VICUÑA MACKENNA / SANTA ISABEL","SEMÁFOROS","","-33.447386","-70.632254","","","",""
"VICUÑA MACKENNA (ORIENTE) / PASSY","SEMÁFOROS","","-33.448853","-70.631819","","","",""
"VICUÑA MACKENNA (PONIENTE) / PASSY","SEMÁFOROS","","-33.448853","-70.631824","","","",""
"VASCONIA / ANTONIO VARAS","SEMÁFOROS","","-33.4422746","-70.612607","","","",""
"RICARDO LYON / COYANCURA","SEMÁFOROS","","-33.4241169","-70.6089592","","","",""
"LOS LEONES / EL VERGEL","SEMÁFOROS","","-33.432462","-70.602082","","","",""
"CONDELL / SANTA ISABEL","SEMÁFOROS","","-33.446357","-70.6260181","","","",""
"Tobalaba - Apoquindo","CÁMARAS DE TRÁNSITO","","-33.418207","-70.60133","Digital","","",""
"Costanera - Tajamar","CÁMARAS DE TRÁNSITO","","-33.4166526","-70.6072686","Analogo","","",""
"Providencia - P. Valdivia","CÁMARAS DE TRÁNSITO","","-33.4235317","-70.6124785","Analogo","","",""
"R. Lyon - Nueva Providencia","CÁMARAS DE TRÁNSITO","","-33.4225973728797","-70.609454942059983","Analogo","","",""
"Providencia - E. YaÃ±ez","CÁMARAS DE TRÁNSITO","","-33.432345453393836","-70.625253914376799","Analogo","","",""
"Costanera - Nueva de Lyon","CÁMARAS DE TRÁNSITO","","-33.420323108567722","-70.611169144947951","Analogo","","",""
"Santa Maria - El Gobernador","CÁMARAS DE TRÁNSITO","","-33.417844614625025","-70.610286830552241","Analogo","","",""
"Costanera - La Concepcion","CÁMARAS DE TRÁNSITO","","-33.422916466470234","-70.617809633290676","Analogo","","",""
"Tobalaba - El Bosque","CÁMARAS DE TRÁNSITO","","-33.420118867877953","-70.599136265575908","Analogo","","",""
"Vitacura - Nueva Tajamar","CÁMARAS DE TRÁNSITO","","-33.417531","-70.6049922","Analogo","","",""
"Nueva Providencia - Antonio Varas","CÁMARAS DE TRÁNSITO","","-33.428122370528797","-70.617439566577403","Analogo","","",""
"Providencia - Manuel Montt","CÁMARAS DE TRÁNSITO","","-33.428806304576327","-70.620378714575111","Analogo","","",""
"Pocuro -Pedro de Valdivia","CÁMARAS DE TRÁNSITO","","-33.4362225","-70.6082618","Digital","","",""
"Pedro de Valdivia - Bilbao","CÁMARAS DE TRÁNSITO","","-33.438416","-70.6073821","Digital","","",""
"E. YaÃ±ez - Los Leones","CÁMARAS DE TRÁNSITO","","-33.429968880769486","-70.602751081978226","Digital","","",""
"Manuel Montt - Eliodoro YaÃ±ez","CÁMARAS DE TRÁNSITO","","-33.433267871879863","-70.617413520812988","Digital","","",""
"El Cerro - Los Conquistadores","CÁMARAS DE TRÁNSITO","","-33.4157579","-70.6116173","Digital","","",""
"Ramon Carnicer - Francisco Bilbao","CÁMARAS DE TRÁNSITO","","-33.4427666","-70.6319785","Digital","","",""
"Tobalaba - F. Bilbao","CÁMARAS DE TRÁNSITO","","-33.431849991903619","-70.584701544714335","Digital","","",""
"Tobalaba - E. Parada","CÁMARAS DE TRÁNSITO","","-33.433990938475411","-70.582371644565967","Digital","","",""
"Providencia - Salvador","CÁMARAS DE TRÁNSITO","","-33.4335705","-70.6265637","Digital","","",""
"Santa Maria - Pedro Valdivia","CÁMARAS DE TRÁNSITO","","-33.4207176","-70.6147915","Digital","","",""
"Providencia - Los Leones","CÁMARAS DE TRÁNSITO","","-33.419943","-70.6059558","Digital","","",""
"Providencia - Suecia","CÁMARAS DE TRÁNSITO","","-33.421084","-70.6078472","Digital","","",""
"Alameda - V. Mackenna","CÁMARAS DE TRÁNSITO","","-33.4370759","-70.6354228","Analogo","","",""
"Bellavista - Arzobispo","CÁMARAS DE TRÁNSITO","","-33.4306369","-70.6279239","Digital","","",""
"Pio Nono - Santa Maria","CÁMARAS DE TRÁNSITO","","-33.4356937","-70.6353647","Digital","","",""
"V. Mackenna - D. Paraguay","CÁMARAS DE TRÁNSITO","","-33.441923","-70.6338641","Analogo","","",""
"V. Mackenna - Santa Isabel","CÁMARAS DE TRÁNSITO","","-33.447388596248636","-70.632236442434873","Digital","","",""
"COPEC ANDRÉS BELLO","ESTACIONES DE SERVICIO","ANDRÉS BELLO 1051","-33.4296688","-70.6240904","","","",""
"COPEC ELIODORO YAÑEZ","ESTACIONES DE SERVICIO","ELIODORO YAÑEZ  1960","-33.4316419","-70.610328","","","",""
"COPEC BILBAO  2682","ESTACIONES DE SERVICIO","FRANCISCO BILBAO  2682","-33.4360167","-70.5955846","","","",""
"COPEC BILBAO  960","ESTACIONES DE SERVICIO","FRANCISCO BILBAO  960","-33.4401023","-70.62033219999999","","","",""
"COPEC LOS LEONES","ESTACIONES DE SERVICIO","LOS LEONES  2347","-33.4404278","-70.6000349","","","",""
"COPEC LOTA","ESTACIONES DE SERVICIO","LOTA  2864","-33.4216175","-70.5972063","","","",""
"COPEC MANUEL MONTT","ESTACIONES DE SERVICIO","MANUEL MONTT  1118","-33.4382499","-70.6158164","","","",""
"COPEC PEDRO DE VALDIVIA","ESTACIONES DE SERVICIO","PEDRO DE VALDIVIA  2142","-33.4421251","-70.60665229999999","","","",""
"COPEC PROVIDENCIA","ESTACIONES DE SERVICIO","PROVIDENCIA  1072","-33.4302154","-70.6225888","","","",""
"COPEC SALVADOR","ESTACIONES DE SERVICIO","SALVADOR  1368","-33.4457958","-70.6228417","","","",""
"COPEC SANTA MARIA","ESTACIONES DE SERVICIO","SANTA MARIA  0716","-33.4312894","-70.6262737","","","",""
"PETROBRAS ELIODORO YAÑEZ","ESTACIONES DE SERVICIO","ELIODORO YAÑEZ  921","-33.4334103","-70.6231143","","","",""
"PETROBRAS FRANCISCO BILBAO","ESTACIONES DE SERVICIO","FRANCISCO BILBAO  1482","-33.4390043","-70.6137528","","","",""
"PETROBRAS SANTA MARIA","ESTACIONES DE SERVICIO","SANTA MARIA  2890","-33.4121785","-70.607238","","","",""
"SESA","ESTACIONES DE SERVICIO","TOBALABA  1895","-33.4300732","-70.586631","","","",""
"SHELL VICUÑA MACKENNA","ESTACIONES DE SERVICIO","BENJAMIN VICUÑA MACKENNA  102","-33.4421457","-70.63405299999999","","","",""
"SHELL CARLOS ANTUNEZ","ESTACIONES DE SERVICIO","CARLOS ANTUNEZ  2490","-33.4267441","-70.60184749999999","","","",""
"SHELL CONSEJO DE INDIAS","ESTACIONES DE SERVICIO","CONSEJO DE INDIAS  1449","-33.4411363","-70.59593679999999","","","",""
"SHELL BILBAO  3785","ESTACIONES DE SERVICIO","FRANCISCO BILBAO  3785","-33.4319044","-70.5848105","","","",""
"SHELL BILBAO  548","ESTACIONES DE SERVICIO","FRANCISCO BILBAO  548","-33.4412971","-70.6248501","","","",""
"SHELL SANTA MARIA","ESTACIONES DE SERVICIO","SANTA MARIA  0888","-33.4288366","-70.6245526","","","",""
"TERPEL ELIODORO YAÑEZ","ESTACIONES DE SERVICIO","ELIODORO YAÑEZ  2904","-33.4277034","-70.59309639999999","","","",""
"TERPEL HOLANDA","ESTACIONES DE SERVICIO","HOLANDA  2808","-33.4443357","-70.5974518","","","",""
"Andrés Bello / Gral. Holley","ESTACIONES BICICLETAS PÚBLICAS","","-33,41936","-70.60966","","","","23"
"Avenida Italia / Marín","ESTACIONES BICICLETAS PÚBLICAS","","-33.44387","-70.62568","","","","11"
"Avenida Suecia / El Vergel","ESTACIONES BICICLETAS PÚBLICAS","","-33.4328","-70.60368","","","","21"
"Costanera Center 1","ESTACIONES BICICLETAS PÚBLICAS","","-33.41685","-70.60584","","","","31"
"Costanera Center 2","ESTACIONES BICICLETAS PÚBLICAS","","-33.41643","-70.60602","","","","31"
"Costanera Center 3","ESTACIONES BICICLETAS PÚBLICAS","","-33.41704","-70.60502","","","","15"
"Duoc (Antonio Varas)","ESTACIONES BICICLETAS PÚBLICAS","","-33.43339","-70.61576","","","","11"
"El Aguilucho","ESTACIONES BICICLETAS PÚBLICAS","","-33.44285","-70.59844","","","","23"
"Metro Colón","ESTACIONES BICICLETAS PÚBLICAS","","-33.42654","-70.59093","","","","21"
"Metro Francisco Bilbao","ESTACIONES BICICLETAS PÚBLICAS","","-33.43071","-70.58617","","","","27"
"Metro Manuel Montt","ESTACIONES BICICLETAS PÚBLICAS","","-33.42866","-70.61969","","","","23"
"Metro Manuel Montt 2","ESTACIONES BICICLETAS PÚBLICAS","","-33.42819","-70.61927","","","","31"
"Metro Parque Bustamante","ESTACIONES BICICLETAS PÚBLICAS","","-33.44297","-70.63185","","","","23"
"Metro Pedro de Valdivia","ESTACIONES BICICLETAS PÚBLICAS","","-33.42549","-70.61363","","","","23"
"Metro Pedro de Valdivia 2","ESTACIONES BICICLETAS PÚBLICAS","","-33.42528","-70.6137","","","","31"
"Metro Plaza Italia","ESTACIONES BICICLETAS PÚBLICAS","","-33.43762","-70.63313","","","","31"
"Metro Salvador","ESTACIONES BICICLETAS PÚBLICAS","","-33.43245","-70.62555","","","","23"
"Metro Salvador 2","ESTACIONES BICICLETAS PÚBLICAS","","-33.43224","-70.62589","","","","23"
"Metro Santa Isabel","ESTACIONES BICICLETAS PÚBLICAS","","-33.447","-70.63093","","","","11"
"Metro Santa Isabel 2","ESTACIONES BICICLETAS PÚBLICAS","","-33.44729","-70.63098","","","","31"
"Metro Tobalaba","ESTACIONES BICICLETAS PÚBLICAS","","-33.41876","-70.60126","","","","31"
"Municipalidad Providencia","ESTACIONES BICICLETAS PÚBLICAS","","-33.43276","-70.61131","","","","21"
"Nueva Los Leones","ESTACIONES BICICLETAS PÚBLICAS","","-33.4197","-70.60611","","","","31"
"Patio Bellavista","ESTACIONES BICICLETAS PÚBLICAS","","-33.43419","-70.63442","","","","28"
"Plaza Loreto Cousiño","ESTACIONES BICICLETAS PÚBLICAS","","-33.42654","-70.59548","","","","13"
"Plaza Pedro de Valdivia","ESTACIONES BICICLETAS PÚBLICAS","","-33.43936","-70.60787","","","","31"
"Plaza Rio De Janeiro","ESTACIONES BICICLETAS PÚBLICAS","","-33.43244","-70.594","","","","11"
"Ricardo Lyon / Calle Bustos","ESTACIONES BICICLETAS PÚBLICAS","","-33.43962","-70.60294","","","","21"
"Ricardo Lyon / Ladislao Errazuriz","ESTACIONES BICICLETAS PÚBLICAS","","-33.43167","-70.6064","","","","21"
"Ricardo Lyon / Lota","ESTACIONES BICICLETAS PÚBLICAS","","-33.42388","-70.60887","","","","31"
"Ricardo Lyon / Pocuro","ESTACIONES BICICLETAS PÚBLICAS","","-33.43509","-70.60449","","","","27"
"Santa Isabel /Ana Luisa Prats","ESTACIONES BICICLETAS PÚBLICAS","","-33.44534","-70.61773","","","","17"
"Universidad Católica Campus Lo Contador","ESTACIONES BICICLETAS PÚBLICAS","","-33.42031","-70.61827","","","","27"
"Barrio Bellavista 1","BICICLETEROS","Constitución 75","-33.4335399","-70.63462679999999","EN CALZADA","","","10"
"Barrio Bellavista 2","BICICLETEROS","Constitución 85","-33.4333975","-70.6346664","EN CALZADA","","","10"
"Barrio Bustamante 1","BICICLETEROS","Ramón Carnicer 73","-33.4405128","-70.63263409999999","EN CALZADA","","","10"
"Barrio Bustamante 2","BICICLETEROS","Bustamante 48","-33.4387013","-70.63224989999999","EN CALZADA","","","10"
"Barrio Bustamante 3","BICICLETEROS","Bustamante 106","-33.4413143","-70.6312641","EN CALZADA","","","10"
"Barrio Bustamante 4","BICICLETEROS","Salida Oriente Metro Santa Isabel","-33.4469543","-70.63025709999999","EN CALZADA","","","10"
"Barrio Marcel Duhaut","BICICLETEROS","Las Dalias 2888","-33.4293766","-70.5928052","EN CALZADA","","","10"
"Barrio Santa Isabel 1","BICICLETEROS","Italia 830","-33.4425225","-70.626195","EN CALZADA","","","10"
"Barrio Santa Isabel 2","BICICLETEROS","Italia 1235","-33.4460172","-70.62522509999999","EN CALZADA","","","10"
"Barrio Santa Isabel 3","BICICLETEROS","Italia 1290","-33.4463737","-70.62502480000001","EN CALZADA","","","10"
"Barrio Santa Isabel 4","BICICLETEROS","Condell 1461","-33.448168","-70.6254661","EN CALZADA","","","10"
"Biblioteca Municipal","BICICLETEROS","Antonio Bellet 7","-33.426957","-70.61658550000001","EN CALZADA","","","10"
"Casi frente a Correos de Chile","BICICLETEROS","Nueva Providencia 2090","-33.4236688","-70.61091089999999","EJE PROVIDENCIA","","","10"
"Centro Deportivo El Aguilucho","BICICLETEROS","Arz. Fuenzalida Martinez 2615","-33.4428853","-70.5985179","SEDES MUNICIPALES","","","16"
"Centro Deportivo Providencia (Depto. Deportes y Recreación Centro Deportivo)","BICICLETEROS","Santa Isabel 830","-33.4450373","-70.6204149","SEDES MUNICIPALES","","","38"
"Cercano pasaje Felix Cabrera","BICICLETEROS","Providencia 1963","-33.4241069","-70.6130338","EJE PROVIDENCIA","","","10"
"Cercano Paseo Orrego Luco 1","BICICLETEROS","Providencia 2047","-33.4231544","-70.6117713","EJE PROVIDENCIA","","","20"
"Cercano Paseo Orrego Luco 2","BICICLETEROS","Providencia 2051","-33.4230771","-70.6116645","EJE PROVIDENCIA","","","20"
"Club Providencia","BICICLETEROS","Pocuro 2878","-33.4318161","-70.5920845","SEDES MUNICIPALES","","","14"
"Colegio Mercedes Marin del Solar","BICICLETEROS","Los Leones 262","-33.4223013","-70.60476079999999","SEDES MUNICIPALES","","","16"
"El Bosque","BICICLETEROS","El Bosque 1811","-33.4359784","-70.59312729999999","EN CALZADA","","","10"
"Espacio Musical","BICICLETEROS","Padre Mariano 156","-33.4253345","-70.6168907","SEDES MUNICIPALES","","","24"
"Esquina Cirujano Guzmán","BICICLETEROS","Providencia 1476","-33.4276449","-70.6176328","EJE PROVIDENCIA","","","10"
"Esquina General del Canto frente a Itau","BICICLETEROS","Nueva Providencia 1395","-33.4289418","-70.61834160000001","EJE PROVIDENCIA","","","10"
"Esquina La Concepción","BICICLETEROS","Providencia 1760","-33.4259312","-70.61507809999999","EJE PROVIDENCIA","","","10"
"Esquina M.Barros Borgoño","BICICLETEROS","Nueva Providencia 1368","-33.4291827","-70.61872","EJE PROVIDENCIA","","","10"
"Esquina M.Montt frente Bco. Santarder","BICICLETEROS","Manuel Montt 65","-33.42956910000001","-70.61992840000001","EJE PROVIDENCIA","","","10"
"Esquina Padre Mariano","BICICLETEROS","Padre Mariano 10","-33.426405","-70.6157363","EJE PROVIDENCIA","","","10"
"Esquina Pedro de Valdivia","BICICLETEROS","Providencia 1998","-33.4235939","-70.6125531","EJE PROVIDENCIA","","","10"
"Esquina Santa Beatriz","BICICLETEROS","Santa Beatriz 22","-33.427445","-70.61733080000001","EJE PROVIDENCIA","","","14"
"Frente a Banco de Chile","BICICLETEROS","Nueva Los Leones 7","-33.4195171","-70.6060729","EJE PROVIDENCIA","","","10"
"Frente a Banco Edwards","BICICLETEROS","Nueva Providencia Frente Bco Edwards","-33.4212868","-70.6075876","EJE PROVIDENCIA","","","10"
"Frente a Banco Santander","BICICLETEROS","Providencia 2259","-33.4211852","-70.608689","EJE PROVIDENCIA","","","10"
"Frente a Biblioteca Municipal","BICICLETEROS","Providencia 1590","-33.4270962","-70.6166484","EJE PROVIDENCIA","","","30"
"Frente a Caracol","BICICLETEROS","Nueva Los Leones 30","-33.4195013","-70.60633860000002","EJE PROVIDENCIA","","","10"
"Frente a Castaño","BICICLETEROS","Providencia 1371","-33.4283776","-70.61914040000001","EJE PROVIDENCIA","","","10"
"Frente a CITi","BICICLETEROS","Providencia Frente a CITi","-33.4203867","-70.60680979999999","EJE PROVIDENCIA","","","14"
"Frente a Cruz Verde","BICICLETEROS","Providencia 2210","-33.4216364","-70.6096556","EJE PROVIDENCIA","","","10"
"Frente a Galería La Pergola","BICICLETEROS","Providencia 2572","-33.4188671","-70.6031143","EJE PROVIDENCIA","","","10"
"Frente a Inter Providencia","BICICLETEROS","Providencia 2169","-33.4222862","-70.6104754","EJE PROVIDENCIA","","","10"
"Frente a Joyas Lavin","BICICLETEROS","Providencia 2233","-33.4214408","-70.6091484","EJE PROVIDENCIA","","","10"
"Frente a Kika","BICICLETEROS","Nueva Providencia 2109","-33.423388","-70.6104057","EJE PROVIDENCIA","","","10"
"Frente a librería Galileo","BICICLETEROS","Providencia 1266","-33.4289926","-70.6206699","EJE PROVIDENCIA","","","10"
"Frente a Nutrafit","BICICLETEROS","Providencia 1144","-33.4296806","-70.62182709999999","EJE PROVIDENCIA","","","10"
"Frente a Pollini","BICICLETEROS","Providencia 2124","-33.4225738","-70.611069","EJE PROVIDENCIA","","","10"
"Frente a Salco Brand","BICICLETEROS","Providencia 2084","-33.4229001","-70.6116689","EJE PROVIDENCIA","","","10"
"Frente a Servi Estado","BICICLETEROS","Providencia 2483","-33.4194505","-70.60445180000001","EJE PROVIDENCIA","","","10"
"Frente a Vintage","BICICLETEROS","Providencia 2276","-33.4209767","-70.6084788","EJE PROVIDENCIA","","","10"
"Frente Banco de Chile","BICICLETEROS","Providencia 1920","-33.4245474","-70.6136643","EJE PROVIDENCIA","","","10"
"Frente Santa Isabel","BICICLETEROS","Providencia 2178","-33.4220749","-70.6102889","EJE PROVIDENCIA","","","10"
"Juventud Providencia","BICICLETEROS","Manuel Montt 101","-33.4298465","-70.61977160000001","SEDES MUNICIPALES","","","10"
"Manuel Montt","BICICLETEROS","Manuel Montt 017","-33.4286257","-70.6204072","EJE PROVIDENCIA","","","10"
"Municipalidad 1","BICICLETEROS","Carlos Larrain Claro Esquina Pedro de Valdivia","-33.4325376","-70.6093444","SEDES MUNICIPALES","","","10"
"Municipalidad 2","BICICLETEROS","Marchant Pereira","-33.432585","-70.6112211","SEDES MUNICIPALES","","","12"
"Plaza Juan XXIII","BICICLETEROS","Nueva Providencia Plaza Juan XXIII","-33.4278262","-70.6169575","EJE PROVIDENCIA","","","10"
"Primer y Segundo Juzgado","BICICLETEROS","Pedro de Valdivia 710","-33.429479","-70.6099239","EN CALZADA","","","20"
"Román Díaz","BICICLETEROS","Román Díaz 23","-33.4307018","-70.6225932","EN CALZADA","","","10"
"Salida Metro M. Montt","BICICLETEROS","Providencia 1328","-33.4286163","-70.6198576","EJE PROVIDENCIA","","","10"
"Salida Metro Pedro de Valdivia (Norte)","BICICLETEROS","Providencia Salida Metro Pedro de Valdivia (Norte)","-33.4249606","-70.6141286","EJE PROVIDENCIA","","","10"
"Salida Metro Pedro de Valdivia (Sur)","BICICLETEROS","Providencia 1909","-33.4250393","-70.61401360000001","EJE PROVIDENCIA","","","10"
"Santa Magdalena 1","BICICLETEROS","Santa Magdalena 51","-33.4209157","-70.6093861","EJE PROVIDENCIA","","","10"
"Santa Magdalena 2","BICICLETEROS","Santa Magdalena 102","-33.4204428","-70.6097166","EJE PROVIDENCIA","","","10"
